name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_new_campaign\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_new_campaign"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_new_campaign_0d983d7838b2ea71e139e1f0b7d79d7c
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.decrement_campaign_participants\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""decrement_campaign_participants"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_decrement_campaign_participants_5328516cdeb1e68b6f981278f2d66908
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.increment_campaign_participants\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""increment_campaign_participants"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_increment_campaign_participants_f0463b17126e18481c02e67b986bb924
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.check_duplicate_report\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""check_duplicate_report"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_check_duplicate_report_7a41ec7c6e3bb97fdfe8caa64ace4f16
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.escalate_stale_pending\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""escalate_stale_pending"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_escalate_stale_pending_a84c63a197d8c2934192c2df732d0e60
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.increment_template_usage\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""increment_template_usage"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_increment_template_usage_c3686d5c3f979ddcde8ec5c6007ce232
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.increment_template_views\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""increment_template_views"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_increment_template_views_33b1da70f85106f01db0a9f2428dd1cc
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.increment_user_action\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""increment_user_action"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_increment_user_action_c56adab9bc3c540e874c775b10d9066f
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.generate_slug\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""generate_slug"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_generate_slug_c1fe26b811297c520cef5a86164814bd
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.award_badge\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""award_badge"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_award_badge_2c1439bd325acc6b75cf23fe316a4e5a
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.award_civic_credits\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""award_civic_credits"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_award_civic_credits_1842892548cf245a925641c8474f272f
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_bill_by_slug_or_id\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_bill_by_slug_or_id"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_bill_by_slug_or_id_d72bf7e03df55cc122f08693f75e842e
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_mailing_mesh_status\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_mailing_mesh_status"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_mailing_mesh_status_61cdeb04794f49d61378e1eb3b102f26
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_translation_consensus\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_translation_consensus"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_translation_consensus_3818472e9b4bd413ff9bb6aa55fdab8a
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.check_translation_glossary\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""check_translation_glossary"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_check_translation_glossary_9140ff89f7780d87a44119319d11c918
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_system_settings_change\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_system_settings_change"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_system_settings_change_e385e1ccb44ca99504a7b187aeb34683
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.handle_donation_payment_update\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""handle_donation_payment_update"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_handle_donation_payment_update_749d6e72e457701152e365704cde3807
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.check_report_status\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""check_report_status"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_check_report_status_e5f47327573415c38aacd5f4b32e9876
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.trigger_process_broadcast_queue\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""trigger_process_broadcast_queue"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_trigger_process_broadcast_queue_7e1dde856905434ed669189d632f1a72
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_constitution_reading_milestone\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_constitution_reading_milestone"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_constitution_reading_milestone_76c6d5b4e915810b759a0dba4b754db8
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.check_and_award_badges\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""check_and_award_badges"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_check_and_award_badges_a528d08f16576e8c2a0002c7f5c244a0
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_badge_earned\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_badge_earned"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_badge_earned_7cdb3bdc8608e87286c43ad1bba5a1c3
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_community_member_joined\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_community_member_joined"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_community_member_joined_3ee67156760563ba50f37614b7eefa79
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_signature_nps\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_signature_nps"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_signature_nps_f2f0ad2e5920a9bb563e5677d5881362
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_resource_view_connection\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_resource_view_connection"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_resource_view_connection_2168e44f235f3433a440b60d35458f6e
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.redeem_perk\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""redeem_perk"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_redeem_perk_173b35ff895fd90d8aed882f131962de
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.submit_signature\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""submit_signature"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_submit_signature_4ec79f72f003fb1c2d2e7455b25ff439
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.trigger_civic_rewards\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""trigger_civic_rewards"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_trigger_civic_rewards_69e03fa13a80011e0c7b68e5de0078be
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.is_member_of_room\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""is_member_of_room"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_is_member_of_room_3409ec60dbda8d4f49a24ba1d8463e0d
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.user_wants_notification\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""user_wants_notification"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_user_wants_notification_d46bd24fd95e4203f98a4feece8531a7
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.award_points\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""award_points"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_award_points_8143e2e86bdd6017880af213ab6bba83
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_volunteer_status_change\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_volunteer_status_change"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_volunteer_status_change_0bf8278bf95bac431cd76c0ec7f6f1bd
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.verify_signature_otp\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""verify_signature_otp"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_verify_signature_otp_58261c79c39d041619fe7e993b131a32
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_enrichment_chip_counts\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_enrichment_chip_counts"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_enrichment_chip_counts_9cdcdeaae340a3216b98e8c7ccdcab75
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.handle_partners_update\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""handle_partners_update"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_handle_partners_update_301a884953d37769916294bb60562e05
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.check_badge_thresholds\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""check_badge_thresholds"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_check_badge_thresholds_31ed2a573b439d57a37e632cc09e5550
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_trending_bills\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_trending_bills"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_trending_bills_0be73a9a068c17c0d08d40503f097c62
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.prevent_modification\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""prevent_modification"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_prevent_modification_a9173dcf20ceb0e458725edb9bb86e8b
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.log_action\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""log_action"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_log_action_b3b12b230644dfc876a52e4f5eeeb3f6
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_bill_status_change_from_history\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_bill_status_change_from_history"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_bill_status_change_from_history_fd4d0cf7ac228c597bdb54ca33489774
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_bill_response\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_bill_response"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_bill_response_1823c617331278b5f98993ab68263538
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_campaign_update\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_campaign_update"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_campaign_update_be131a4893fd15fedebc4f7ac693af3d
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_new_blog_post\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_new_blog_post"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_new_blog_post_d2f5bd7fddaceb6e188fd7a808d37cd6
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.send_event_reminders\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""send_event_reminders"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_send_event_reminders_d8ac45cb6580c1f200e50b484c917a1e
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_new_community_member\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_new_community_member"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_new_community_member_256dbcd61c1cd4e561b687062a143b81
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.award_reading_milestone\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""award_reading_milestone"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_award_reading_milestone_9cfeb7cbf533cee7bcad5856e3a5533f
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.track_article_view\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""track_article_view"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_track_article_view_e3a1476a68bcc76b4d38d72ed2754039
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_new_civic_event\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_new_civic_event"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_new_civic_event_3433ee36a88452cb86321700cba4973a
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.send_reading_percentile_notifications\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""send_reading_percentile_notifications"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_send_reading_percentile_notifications_ee628c609c92474d6126c7f73083f49a
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_credit_change\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_credit_change"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_credit_change_f3615c73317012ca3381eb71e93d96b4
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_resource_view\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_resource_view"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_resource_view_83e967cfad3f551c367172d0b68a0c78
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.ask_nps_on_signature_verified\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""ask_nps_on_signature_verified"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_ask_nps_on_signature_verified_68065d558dfc83b8cdbee2e1067e1e87
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_settings_change\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_settings_change"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_settings_change_6d65d00a2e18228c662ef1dbec1902d7
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_volunteer_status_change_full\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_volunteer_status_change_full"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_volunteer_status_change_full_897d3456123fbc1dc35d72973b93db2a
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.notify_new_volunteer_opportunity\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""notify_new_volunteer_opportunity"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_notify_new_volunteer_opportunity_9c200341c2facceb733ed41d676c25ec
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.award_action_badge\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""award_action_badge"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_award_action_badge_da007fbae45e0af34595d9f4b0683e33
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.generate_campaign_slug\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""generate_campaign_slug"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_generate_campaign_slug_c90b8885add8cbc107a587c2820515f4
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.set_campaign_slug\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""set_campaign_slug"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_set_campaign_slug_0a138c2a7c417c54255c976847f65c0d
